emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
พนักงาน,เพศชาย,City Management (Department),Development Area Control,Development Area Control,Area Control Officer,9,พ้นสภาพ,41,8,โสด,0,14482,,C
ผู้จัดการ,เพศหญิง,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Manager - Shopping Mall,5,ปัจจุบัน,46,8,โสด,0,82688,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Dim Sum Chef,6,ปัจจุบัน,36,8,โสด,0,36118,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Account,Account,Assistant Manager - Accounting,6,ปัจจุบัน,53,8,โสด,0,46856,ปริญญาตรี,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,พ้นสภาพ,32,8,โสด,0,16219,,C
พนักงาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Senior Administrative - Service Operation,8,พ้นสภาพ,31,8,โสด,0,24717,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Special Project (Department),Special Project,Special Project,Special Project Executive,7,ปัจจุบัน,35,8,โสด,0,29525,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Demi Chef,8,พ้นสภาพ,60,7,โสด,0,18672,ปริญญาตรี,D
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis II,10,ปัจจุบัน,42,7,แต่งงาน,1,15110,,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Assets,Assets,Assets Officer,9,พ้นสภาพ,38,8,โสด,0,16375,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Assets,Assets,Assets Officer,9,ปัจจุบัน,32,8,โสด,0,19630,,B
หัวหน้างาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Senior Executive - Service Operation,7,ปัจจุบัน,34,8,โสด,0,28941,ปริญญาตรี,B
พนักงาน,เพศหญิง,Sales and Marketing (Department),Sales Administration,Sales Administration,Sales Coordinator,8,ปัจจุบัน,38,8,โสด,0,20616,ปริญญาตรี,B
พนักงาน,เพศหญิง,Food & Beverage (Department),Steward,Steward,Steward Attendant,10,พ้นสภาพ,37,8,โสด,0,15117,,C
หัวหน้างาน,เพศหญิง,Restaurant Group (Department),Restaurant Group,Restaurant Group,Supervisor - Administrative,7,ปัจจุบัน,37,8,โสด,0,29773,ปริญญาตรี,B
พนักงาน,เพศหญิง,IMPACT Lake Front (Department),Jackie Seafood - Service,Jackie Seafood - Service,Supervisor,8,ปัจจุบัน,26,8,โสด,0,18000,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Corporate Communications (Department),Creative & Graphic Design,Creative & Graphic Design,Senior Web Developer,7,พ้นสภาพ,44,8,โสด,0,38232,ปริญญาตรี,D
พนักงาน,เพศหญิง,Finance & Accounting (Department),Cashier (Car Park3),Cashier (Car Park3),Cashier (Car Park),10,พ้นสภาพ,29,8,โสด,0,13857,,C
หัวหน้างาน,เพศชาย,Kitchen (Department),European Kitchen,European Kitchen,Chef de Partie,7,ปัจจุบัน,33,8,โสด,0,22059,ปริญญาตรี,A
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis I,9,ปัจจุบัน,36,8,แต่งงาน,1,19901,,A
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Suki - Kitchen (Portal),Hong Kong Suki - Kitchen (Portal),Chopper II,7,ปัจจุบัน,33,8,โสด,0,22806,ปริญญาตรี,B
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Commis I,9,ปัจจุบัน,26,8,โสด,0,18000,ปริญญาตรี,C
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,43,8,โสด,0,18025,ปริญญาตรี,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,27,8,โสด,2,18025,ปริญญาตรี,C
พนักงาน,เพศหญิง,Food & Beverage (Department),F&B-BQ-SEC,F&B-BQ-SEC,Steward Attendant,10,ปัจจุบัน,27,8,โสด,0,15411,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Captain,9,ปัจจุบัน,30,8,โสด,0,16207,,B
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Wok I,6,ปัจจุบัน,40,8,โสด,0,30092,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Facility Management & IT (Department),IT Application Support,IT Application Support,Supervisor - Application,7,ปัจจุบัน,36,8,โสด,0,29400,ปริญญาตรี,B
พนักงาน,เพศชาย,Facility Management & IT (Department),IT System & Helpdesk,IT System & Helpdesk,Officer - Helpdesk Support,9,ปัจจุบัน,47,8,โสด,0,20262,,C
ผู้จัดการ,เพศชาย,Corporate Communications (Department),Leisure & Restaurant Public Relations,Leisure & Restaurant Public Relations,Manager - Public Relations,5,ปัจจุบัน,46,8,โสด,0,56500,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,พ้นสภาพ,39,8,โสด,0,16741,,B
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Chinese Banquet Kitchen,Chinese Banquet Kitchen,Chopper III,8,ปัจจุบัน,50,8,โสด,0,20454,ปริญญาตรี,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Cafe - Service,Hong Kong Cafe - Service,Steward,11,ปัจจุบัน,41,8,โสด,2,12380,,C
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tai Sho Tei - Service(Challenger),Tai Sho Tei - Service(Challenger),Manager - Restaurant,6,พ้นสภาพ,52,8,แต่งงาน,2,35390,ปริญญาตรี,B
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Senior Staff Landscape & Sanitation,10,ปัจจุบัน,44,8,โสด,0,14878,,C
พนักงาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis I,9,ปัจจุบัน,31,8,โสด,2,17805,,C
หัวหน้างาน,เพศหญิง,Kitchen (Department),Chef Office,Chef Office,Supervisor - Admin,7,ปัจจุบัน,40,8,โสด,0,19283,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Nihonmachi),Tsubohachi - Service (Nihonmachi),Manager - Restaurant,6,ปัจจุบัน,37,8,โสด,1,34067,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Japanese Restaurant,Japanese Restaurant,Operation support Assistant Manager,7,ปัจจุบัน,43,8,โสด,1,43353,ปริญญาตรี,B
พนักงาน,เพศชาย,Facility Management & IT (Department),IT System & Helpdesk,IT System & Helpdesk,Senior Officer - System Administrative,8,ปัจจุบัน,41,8,โสด,0,23170,ปริญญาตรี,C
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis II,10,พ้นสภาพ,37,7,โสด,0,11000,,B
พนักงาน,เพศชาย,Thong Lor Thai Cuisine (Department),Thonglor Thai Cuisine,Thonglor Thai Cuisine,Cold kitchen Cook,8,ปัจจุบัน,47,8,โสด,0,16304,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Japanese Restaurant Group (Department),Japanese Restaurant,Japanese Restaurant,Manager - Area,5,ปัจจุบัน,49,8,โสด,0,70560,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Exhibition Project (Department),Business Development,Business Development,Assistant Manager - Business Development,6,ปัจจุบัน,36,8,โสด,0,35566,ปริญญาตรี,B
ผู้จัดการ,เพศหญิง,Operations (Department),Service Operation,Service Operation,Manager - Service Operation,5,พ้นสภาพ,45,8,โสด,0,69527,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Chef Office,Chef Office,Kitchen Coordinator,8,ปัจจุบัน,31,8,โสด,0,17365,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Asst. BBQ Chef,7,ปัจจุบัน,39,8,โสด,0,21630,ปริญญาตรี,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen(The Promenade),Tsubohachi - Kitchen(The Promenade),Supervisor Kitchen,8,ปัจจุบัน,34,8,โสด,0,19645,ปริญญาตรี,C
พนักงาน,เพศหญิง,Exhibition Project (Department),Trade Team,Trade A1,Sales Coordinator,9,พ้นสภาพ,37,8,หย่า,1,23000,ปริญญาตรี,D
หัวหน้างาน,เพศหญิง,Standard Control (Department),Implement Control,Implement Control,Implement Control Supervisor,7,ปัจจุบัน,34,8,แต่งงาน,2,34608,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,IMPACT Lake Front (Department),Uwajima - Service,Uwajima - Service,Manager - Restaurant,6,ปัจจุบัน,46,8,โสด,2,44245,ปริญญาตรี,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Ito Kacho - Service (Nihonmura),Ito Kacho - Service (Nihonmura),Hostess,9,พ้นสภาพ,26,8,โสด,1,11550,มัธยมศึกษาตอนต้น,D
ผู้จัดการ,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Chef de Cuisine,4,ปัจจุบัน,52,8,แต่งงาน,4,61267,,C
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Senior Staff Landscape & Sanitation,10,ปัจจุบัน,49,8,โสด,0,13381,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Cashier (Cash Card),Cashier (Cash Card),Cashier (Cash Card),10,ปัจจุบัน,44,8,โสด,0,15061,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Captain,9,ปัจจุบัน,39,8,โสด,0,16693,,C
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),Corporate & Media (Reactive),Corporate & Media (Reactive),Manager - Sales,5,ปัจจุบัน,44,8,แต่งงาน,1,45150,ปริญญาตรี,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Mechanic & Kitchen,Mechanic & Kitchen,Senior M&E Technician,8,ปัจจุบัน,42,8,โสด,0,19998,ปริญญาตรี,A
พนักงาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Receiving Officer,9,ปัจจุบัน,51,8,แต่งงาน,0,16069,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Jackie Seafood - Service,Jackie Seafood - Service,Captain,9,พ้นสภาพ,48,8,โสด,0,15750,,B
พนักงาน,เพศชาย,Operations (Department),Data Center and Store,Data Center and Store,Store Staff,9,ปัจจุบัน,26,8,โสด,0,12625,,D
